datetime,value,site_id,parameter
2017-08-20 00:00:00-05:00,2.66,08177500,00060
2017-08-20 01:00:00-05:00,2.66,08177500,00060
2017-08-20 02:00:00-05:00,2.66,08177500,00060
2017-08-20 03:00:00-05:00,2.66,08177500,00060
2017-08-20 04:00:00-05:00,2.66,08177500,00060
2017-08-20 05:00:00-05:00,2.66,08177500,00060
2017-08-20 06:00:00-05:00,2.77,08177500,00060
2017-08-20 07:00:00-05:00,2.77,08177500,00060
2017-08-20 08:00:00-05:00,2.77,08177500,00060
2017-08-20 09:00:00-05:00,2.77,08177500,00060
2017-08-20 10:00:00-05:00,2.77,08177500,00060
2017-08-20 11:00:00-05:00,2.77,08177500,00060
2017-08-20 12:00:00-05:00,2.66,08177500,00060
2017-08-20 13:00:00-05:00,2.77,08177500,00060
2017-08-20 14:00:00-05:00,2.66,08177500,00060
2017-08-20 15:00:00-05:00,2.77,08177500,00060
2017-08-20 16:00:00-05:00,2.66,08177500,00060
2017-08-20 17:00:00-05:00,2.66,08177500,00060
2017-08-20 18:00:00-05:00,2.55,08177500,00060
2017-08-20 19:00:00-05:00,2.55,08177500,00060
2017-08-20 20:00:00-05:00,2.55,08177500,00060
2017-08-20 21:00:00-05:00,2.55,08177500,00060
2017-08-20 22:00:00-05:00,2.66,08177500,00060
2017-08-20 23:00:00-05:00,2.66,08177500,00060
2017-08-21 00:00:00-05:00,2.66,08177500,00060
2017-08-21 01:00:00-05:00,2.66,08177500,00060
2017-08-21 02:00:00-05:00,2.66,08177500,00060
2017-08-21 03:00:00-05:00,2.66,08177500,00060
2017-08-21 04:00:00-05:00,2.66,08177500,00060
2017-08-21 05:00:00-05:00,2.77,08177500,00060
2017-08-21 06:00:00-05:00,2.77,08177500,00060
2017-08-21 07:00:00-05:00,2.77,08177500,00060
2017-08-21 08:00:00-05:00,2.77,08177500,00060
2017-08-21 09:00:00-05:00,2.77,08177500,00060
2017-08-21 10:00:00-05:00,2.77,08177500,00060
2017-08-21 11:00:00-05:00,2.77,08177500,00060
2017-08-21 12:00:00-05:00,2.77,08177500,00060
2017-08-21 13:00:00-05:00,2.77,08177500,00060
2017-08-21 14:00:00-05:00,2.77,08177500,00060
2017-08-21 15:00:00-05:00,2.66,08177500,00060
2017-08-21 16:00:00-05:00,2.77,08177500,00060
2017-08-21 17:00:00-05:00,2.55,08177500,00060
2017-08-21 18:00:00-05:00,2.66,08177500,00060
2017-08-21 19:00:00-05:00,2.66,08177500,00060
2017-08-21 20:00:00-05:00,2.66,08177500,00060
2017-08-21 21:00:00-05:00,2.66,08177500,00060
2017-08-21 22:00:00-05:00,2.66,08177500,00060
2017-08-21 23:00:00-05:00,2.77,08177500,00060
2017-08-22 00:00:00-05:00,2.77,08177500,00060
2017-08-22 01:00:00-05:00,2.77,08177500,00060
2017-08-22 02:00:00-05:00,2.77,08177500,00060
2017-08-22 03:00:00-05:00,2.77,08177500,00060
2017-08-22 04:00:00-05:00,2.77,08177500,00060
2017-08-22 05:00:00-05:00,2.77,08177500,00060
